+---------+-------+-----------+--------+-----------+------------+
|hall_name|session|seat_number|seat_row|seat_markup|is_available|
|Hall 1033|119    |16         |6       |10         |true        |
|Hall 571 |120    |4          |2       |30         |true        |
|Hall 571 |120    |10         |4       |30         |true        |
|Hall 571 |120    |7          |9       |30         |true        |
|Hall 1160|121    |12         |3       |30         |true        |
|Hall 1160|121    |20         |6       |20         |true        |
|Hall 273 |122    |15         |4       |10         |true        |
|Hall 273 |122    |14         |2       |30         |true        |
|Hall 273 |122    |15         |2       |20         |true        |
|Hall 273 |122    |13         |1       |10         |true        |
|Hall 273 |122    |12         |10      |50         |true        |
|Hall 273 |122    |12         |8       |20         |true        |
|Hall 273 |122    |1          |8       |30         |true        |
|Hall 969 |123    |20         |7       |10         |true        |
|Hall 969 |123    |4          |2       |30         |true        |
|Hall 969 |123    |10         |1       |10         |true        |
|Hall 969 |123    |6          |6       |10         |true        |
|Hall 315 |124    |6          |1       |20         |true        |
|Hall 315 |124    |9          |3       |30         |true        |
|Hall 315 |124    |10         |5       |20         |true        |
|Hall 315 |124    |16         |9       |30         |true        |
|Hall 315 |124    |4          |4       |20         |true        |
|Hall 315 |124    |11         |4       |20         |true        |
|Hall 1830|125    |13         |7       |20         |true        |
|Hall 1830|125    |10         |8       |20         |true        |
|Hall 1830|125    |5          |1       |50         |true        |
|Hall 1   |126    |3          |9       |10         |true        |
|Hall 1   |126    |4          |3       |20         |true        |
|Hall 1   |126    |8          |8       |50         |true        |
|Hall 1   |126    |4          |2       |10         |true        |
|Hall 1   |126    |3          |2       |50         |true        |
|Hall 1043|127    |17         |5       |10         |true        |
|Hall 1043|127    |16         |7       |20         |true        |
|Hall 1034|128    |19         |5       |10         |true        |
|Hall 1034|128    |8          |3       |20         |true        |
|Hall 1034|128    |20         |8       |10         |true        |
|Hall 1034|128    |14         |8       |30         |true        |
|Hall 1034|128    |11         |5       |50         |true        |
|Hall 794 |129    |20         |1       |10         |true        |
|Hall 794 |129    |3          |4       |20         |true        |
|Hall 794 |129    |3          |6       |30         |true        |
|Hall 794 |129    |20         |2       |10         |true        |
|Hall 794 |129    |2          |5       |50         |true        |
|Hall 794 |129    |11         |8       |10         |true        |
|Hall 794 |129    |8          |10      |30         |true        |
|Hall 1313|130    |17         |5       |10         |true        |
|Hall 1313|130    |17         |4       |50         |true        |
|Hall 714 |131    |10         |3       |50         |true        |
|Hall 714 |131    |16         |6       |50         |true        |
|Hall 714 |131    |2          |10      |10         |true        |
|Hall 714 |131    |11         |8       |30         |true        |
|Hall 714 |131    |5          |5       |10         |true        |
|Hall 1868|132    |13         |8       |50         |true        |
|Hall 1868|132    |19         |1       |30         |true        |
|Hall 1868|132    |18         |9       |30         |true        |
|Hall 1868|132    |8          |7       |20         |true        |
|Hall 1868|132    |2          |9       |10         |true        |
|Hall 1868|132    |20         |9       |50         |true        |
|Hall 1868|132    |14         |10      |50         |true        |
|Hall 1045|133    |2          |6       |50         |true        |
|Hall 1045|133    |20         |10      |10         |true        |
|Hall 1045|133    |2          |4       |50         |true        |
|Hall 1005|134    |14         |4       |50         |true        |
|Hall 1005|134    |14         |1       |50         |true        |
|Hall 1005|134    |4          |1       |30         |true        |
|Hall 1005|134    |4          |2       |30         |true        |
|Hall 1005|134    |18         |6       |10         |true        |
|Hall 1005|134    |19         |7       |10         |true        |
|Hall 796 |135    |16         |6       |30         |true        |
|Hall 796 |135    |7          |5       |10         |true        |
|Hall 796 |135    |17         |9       |50         |true        |
|Hall 1489|136    |13         |6       |50         |true        |
|Hall 1489|136    |13         |7       |30         |true        |
|Hall 1489|136    |3          |9       |30         |true        |
|Hall 1287|137    |5          |7       |20         |true        |
|Hall 1287|137    |17         |8       |30         |true        |
|Hall 1287|137    |13         |2       |50         |true        |
|Hall 1287|137    |4          |3       |20         |true        |
|Hall 251 |138    |6          |6       |10         |true        |
|Hall 251 |138    |9          |6       |20         |true        |
|Hall 251 |138    |17         |5       |10         |true        |
|Hall 251 |138    |6          |2       |20         |true        |
|Hall 814 |139    |11         |7       |20         |true        |
|Hall 814 |139    |6          |1       |50         |true        |
|Hall 814 |139    |14         |9       |10         |true        |
|Hall 340 |140    |6          |6       |50         |true        |
|Hall 340 |140    |2          |7       |10         |true        |
|Hall 340 |140    |7          |7       |10         |true        |
|Hall 340 |140    |8          |1       |10         |true        |
|Hall 1297|141    |3          |4       |20         |true        |
|Hall 1297|141    |5          |3       |20         |true        |
|Hall 1297|141    |10         |2       |20         |true        |
|Hall 1297|141    |20         |10      |10         |true        |
|Hall 1297|141    |13         |4       |30         |true        |
|Hall 1297|141    |16         |2       |20         |true        |
|Hall 1297|141    |18         |9       |20         |true        |
|Hall 903 |142    |13         |1       |30         |true        |
|Hall 903 |142    |4          |7       |10         |true        |
|Hall 903 |142    |19         |6       |10         |true        |
|Hall 903 |142    |8          |1       |10         |true        |
|Hall 1955|143    |18         |3       |20         |true        |
|Hall 1955|143    |3          |3       |50         |true        |
